staSeq,locationName,locationDescription,locationType,ylat,xlong,sourceMapScale,horizCollectMethod,horizRefDatum,stateCd,munName,subBasin,adbSegID,hydroID,stationsCommentTxt,createDate,createUser,lastUpdateDate,lastUpdateUser,,
19614,Skokorat Brook,upstream of Rimmon Brook,River/Stream,41.424402,-73.056904,0,Interpolation-Satellite,WGS84,CT,SEYMOUR,6900,NULL,NULL,IFD,4/26/2017 8:32,HagstromN,4/26/2017 8:32,HagstromN,,
16969,Pine Swamp Brook  tributary to,US of 108 christie hill rd,River/Stream,41.4245,-72.0758,24000,Unknown,NAD83,CT,LEDYARD,3000,Needs,NULL,Initial Site Number=5161 or alias of =5161//site comments:Stream Survey Site,1/12/2009 0:00,BeaucheneM,3/12/2010 0:00,BeaucheneM,,
15921,Housatonic River,KTLT-2 Right of Lifeguard Chair(s),Riverine Impoundment,41.4246,-73.2069,24000,Interpolation-Map,NAD83,CT,SOUTHBURY,6000,CT6000-00-5+L2_01,NULL,Initial Site Number=KTLT-2 or alias of =29//site comments:Appended to main database from separate access database,5/16/2006 0:00,Unknown,12/28/2011 13:10,GregoireB,,
16937,Padanaram Brook,West of Padanaram rd 100 M US Rte 37,River/Stream,41.4247,-73.4747,24000,Unknown,NAD83,CT,DANBURY,6603,Needs,NULL,Initial Site Number=3020 or alias of =3020//site comments:Stream Survey Site,1/12/2009 0:00,BeaucheneM,12/21/2021 14:17,BeckerM,,
15920,Housatonic River,KTLT-1 Left of Lifeguard Chair(s),Riverine Impoundment,41.4247,-73.2067,24000,Interpolation-Map,NAD83,CT,SOUTHBURY,6000,CT6000-00-5+L2_01,NULL,Initial Site Number=KTLT-1 or alias of =28//site comments:Appended to main database from separate access database,5/16/2006 0:00,Unknown,12/28/2011 13:09,GregoireB,,
20199,Cedar Pond Brook,Downstream of Gungy Road,River/Stream,41.42479,-72.2875,0,Interpolation-Satellite,WGS84,CT,LYME,4803,CT4803-01_02,106001017,2018 VSTeM monitoring location,5/21/2019 15:31,LallyMe,10/7/2021 14:01,BeckerM,,
20493,Cedar Pond Brook,Upstream Gungy Road crossing,River/Stream,41.425,-72.2874,0,Interpolation-Satellite,WGS84,CT,LYME,4800,CT4803-01_02,NULL,Established 2020 by volunteers as new temperature monitoring location; Check subbasin,11/20/2020 14:46,LallyMe,11/17/2021 18:20,BeckerM,,
20457,West River,50m upstream from Hoadley Road,River/Stream,41.425143,-72.96487,0,Interpolation-Satellite,WGS84,CT,BETHANY,5305,CT5305-01_01,104000883,Established Fall 2020 as new 2021 Probmon Station.; ProbMon Station - CTS06621-1206,10/2/2020 17:06,AarrestadA,12/27/2021 17:18,BeckerM,,
18916,Padanaram Brook,200m US rte 37 and Padanaram Rd,River/Stream Perennial,41.42525,-73.47433,0,Interpolation-Satellite,WGS84,CT,DANBURY,6603,NULL,103016036,fish sample,9/17/2015 13:41,HumphreysM,10/5/2021 14:34,BeckerM,,
17047,Shunock River,below gravel pit off rte 184,River/Stream,41.4253,-71.8506,24000,Unknown,NAD83,CT,NORTH STONINGTON,1004,CT1004-00_01,NULL,Initial Site Number=5004 or alias of =5004//site comments:Stream Survey Site,1/12/2009 0:00,BeaucheneM,3/12/2010 0:00,BeaucheneM,,
14940,Allen Brook Pond Unknown Pipe to,at end of pipe,Storm Sewer,41.4255,-72.8357,24000,Interpolation-Map,NAD83,CT,NORTH HAVEN,5207,CT5207-02-1-L1_01-IN,NULL,Initial Site Number=SW Pipe or alias of =//site comments:Stormwater pipe sw corner of Allen Brook Pond,10/16/2002 0:00,Unknown,3/12/2010 0:00,BeaucheneM,,
16113,Hungerford Brook,parallel to Old Town Street at mouth,River/Stream,41.4255,-72.4094,24000,Interpolation-Map,NAD83,CT,LYME,4016,CT4016-10_01,106001061,Initial Site Number= or alias of =//site comments:access on private property near town line,5/16/2007 0:00,BellucciC,10/5/2021 14:34,BeckerM,,
18628,Eaton Brook,Upstream Todd Street,River/Stream,41.4256,-72.9113,0,Interpolation-Map,NAD83,CT,HAMDEN,5302,5302-05_XX,104000872,Established 2013 by IFD as new fish community site,1/14/2014 14:12,LallyMe,10/5/2021 14:34,BeckerM,,
14725,Seth Williams Brook,upstream Shewville road,River/Stream,41.4257,-71.9573,24000,GPS-Unspecified,NAD83,CT,LEDYARD,2103,CT2103-00_02,NULL,Initial Site Number=249 or alias of =//site comments:New rotating basin stations fall 2000,10/20/2000 0:00,BeaucheneM,3/12/2010 0:00,BeaucheneM,,
15013,Mill River,at first pull-off DS Tuttle Road,River/Stream,41.4259,-72.9056,24000,GPS-Unspecified,NAD83,CT,HAMDEN,5302,CT5302-00_02,104000503,Initial Site Number=CT 38-01 or alias of =624.01//site comments:stream survey site 2023  SEARCH Hamden Hall Country Day,4/23/2003 0:00,BeaucheneM,10/5/2021 14:34,BeckerM,,
14789,Allen Brook Pond,WBK-2 right side Swimming area,Riverine Impoundment,41.4259,-72.8364,24000,Interpolation-Map,NAD83,CT,WALLINGFORD,5207,CT5207-02-1-L1_01,NULL,Initial Site Number=WBK-2 or alias of =//site comments:grab samples for phosphorous at the 2 bathing beach stations.  established for TMDL due to high bacteria at bathing area.,8/23/2001 0:00,Unknown,12/28/2011 13:00,GregoireB,,
14788,Allen Brook Pond,WBK-1 left side Swimming area,Riverine Impoundment,41.4261,-72.8367,24000,Interpolation-Map,NAD83,CT,WALLINGFORD,5207,CT5207-02-1-L1_01,NULL,Initial Site Number=WBK-1 or alias of =//site comments:grab samples for phosphorous at the 2 bathing beach stations.  established for TMDL due to high bacteria at bathing area.,8/23/2001 0:00,Unknown,12/28/2011 13:00,GregoireB,,
19521,Naugatuck River,DS of Rte 42  (Pine Bridge),River/Stream,41.426301,-73.070819,0,Interpolation-Satellite,WGS84,CT,BEACON FALLS,6900,NULL,NULL,IFD,2/7/2017 14:13,HagstromN,2/7/2017 14:14,HagstromN,,
20683,Beaver Brook  Unnamed tributary to,Nehantic State Forest - trail crossing,River/Stream,41.426645,-72.267444,0,Unknown,WGS84,CT,East Lyme,4803,NULL,NULL,Established 2021 as new volunteer monitoring station (VSTeM),2/1/2022 15:51,LallyMe,2/1/2022 15:51,LallyMe,,
14895,Allen Brook,at outfall of Allen Brook Pond in Wharton Brook S.P.,River/Stream,41.4267,-72.836,24000,Interpolation-Map,NAD83,CT,WALLINGFORD,5207,CT5207-02_01,NULL,Initial Site Number=WBKOUT or alias of =//site comments:established for TMDL due to high bacteria at bathing area.,7/11/2002 0:00,BellucciC,3/12/2010 0:00,BeaucheneM,,
18390,East Branch Eightmile River,Upstream Salem Rd (upstream former Ed Bills spillway),River/Stream,41.426822,-72.331911,24000,Interpolation-Other,WGS84,CT,LYME,4802,CT4802-00_01,106001079,(SID 6703); TNC monitoring site - dam removal location fall 2015,12/12/2012 15:07,GregoireB,1/5/2022 12:07,BeckerM,,
19263,Wharton Brook,confluence with Quinnipiac to  Sand Pit road,River/Stream,41.426977,-72.846677,0,Interpolation-Satellite,WGS84,CT,WALLINGFORD,5207,NULL,NULL,,11/16/2016 14:25,HagstromN,11/16/2016 14:26,HagstromN,,
15577,Kettletown Brook,at Mouth,River/Stream,41.427,-73.206,24000,Interpolation-Map,NAD83,CT,SOUTHBURY,6021,CT6021-00_01,103016060,Initial Site Number=9-003 or alias of =//site comments:New RBV site by HVA fall 2004,11/4/2004 0:00,BeaucheneM,12/27/2021 17:18,BeckerM,,
14746,Hackney Pond outlet  tributary to,at Parker Hill Road (Old County Road),River/Stream,41.427,-72.5488,24000,Interpolation-Map,NAD83,CT,HADDAM,4017,NOSEG,NULL,Initial Site Number=HKPD-Alt or alias of =//site comments:Small unnamed tributary just west of Hackney Pond Outlet.  Was sampled inconjunction with Hackney Pond Outlet for comparison purposes,1/18/2001 0:00,Unknown,3/12/2010 0:00,BeaucheneM,,
16135,Sargent River,at Hilldale Road,River/Stream,41.4272,-72.9899,24000,Interpolation-Map,NAD83,CT,BETHANY,5303,CT5303-00_01,104000529,Initial Site Number= or alias of =//site comments:on Water company property,5/16/2007 0:00,Unknown,10/5/2021 14:34,BeckerM,,
16176,Wharton Brook,upstream Allen Brook confluence (main outlet for Wharton Brook SP swimming area),River/Stream,41.4273,-72.836,24000,Interpolation-Map,NAD83,CT,WALLINGFORD,5207,CT5207-00_01,104000497,Initial Site Number=19245 or alias of =//site comments:site sampled for ambient fish community concurrent with HEC.,7/18/2007 0:00,BeaucheneM,10/5/2021 14:34,BeckerM,,
20680,Eightmile Brook  Tributary To,Adjacent to Newgate Road,River/Stream,41.427398,-73.162913,24000,Interpolation-Digital Map Source,WGS84,CT,OXFORD,6023,NULL,NULL,NULL,1/20/2022 13:01,BeckerM,1/20/2022 13:01,BeckerM,,
18430,Still River  Tributary to,Behind Monika Lane Condos (NW of Vail/Ridge Rd intersection),River/Stream,41.427444,-73.3932,24000,Interpolation-Map,NAD83,CT,BROOKFIELD,6600,NULL,103015752,Old Database Station ID 6762 Established in 2012 by Sierra Club Connecticut as a new RBV site,1/24/2013 12:32,LallyMe,10/5/2021 14:34,BeckerM,,
20042,Pootatuck River,Within Rocky Glen State Park (Pootatuck Gorge)  adjacent Glen Road,River/Stream,41.427619,-73.28134,0,Interpolation-Satellite,WGS84,CT,NEWTOWN,6020,6020,103016032,Established 2017 by volunteers (CVTU) as new RBV site,4/18/2018 15:01,LallyMe,10/5/2021 14:34,BeckerM,,
18720,East Branch Eightmile River,150 m below Salem Rd,River/Stream,41.427636,-72.333812,0,Interpolation-Satellite,WGS84,CT,LYME,4802,CT4802-00_01,106001079,; Dam removal  monitoring,7/14/2014 7:51,HagstromN,11/17/2021 18:20,BeckerM,,
20414,Lake Zoar,@ public boat launch,Riverine Impoundment,41.427688,-73.236089,0,Interpolation-Satellite,WGS84,CT,SOUTHBURY,6000,NULL,NULL,,4/8/2020 15:55,AarrestadA,4/8/2020 15:55,AarrestadA,,
17665,Hemp Swamp Brook,adjacnet to old pine road at old roadway,River/Stream,41.427912,-73.073411,0,Interpolation-Satellite,WGS84,CT,BEACON FALLS,6900,NULL,NULL,,9/12/2011 15:13,BeaucheneM,9/12/2011 15:13,BeaucheneM,,
16151,Turkey Hill Reservoir,at deepest part of lake,Reservoir,41.428,-72.524,24000,GPS-Unspecified,NAD83,CT,HADDAM,4017,CT4017-04-1-L1_01,NULL,Initial Site Number=2354 or alias of =//site comments:Conn College prob mon lake site,5/21/2007 0:00,Unknown,3/12/2010 0:00,BeaucheneM,,
16975,Pole Bridge Brook,Between Rte 84 and Riverside Rd,River/Stream,41.4281,-73.2544,24000,Unknown,NAD83,CT,NEWTOWN,6000,Needs,NULL,Initial Site Number=3125 or alias of =3125//site comments:Stream Survey Site,1/12/2009 0:00,BeaucheneM,12/21/2021 14:17,BeckerM,,
18721,East Branch Eightmile River,Behind   ### Salem Rd.,Riverine Impoundment,41.428189,-72.324923,0,Interpolation-Satellite,WGS84,CT,LYME,4802,CT4802-00_01,106001079,GEt house number; Impounded area that will become riverine with EdBill Pond Dam removal,7/14/2014 8:27,HagstromN,11/17/2021 18:20,BeckerM,,
16112,Hemlock Valley Brook,at Bone Mill Road,River/Stream,41.4283,-72.4226,24000,Interpolation-Map,NAD83,CT,EAST HADDAM,4016,CT4016-11_01,106001029,Initial Site Number= or alias of =//site comments:,5/16/2007 0:00,BellucciC,10/5/2021 14:34,BeckerM,,
14745,Hackney Pond Outlet,at outlet of pond,River/Stream,41.4284,-72.5469,24000,Interpolation-Map,NAD83,CT,HADDAM,4017,NOSEG,NULL,Initial Site Number=HKPD-Out or alias of =//site comments:Hackney Pond Outlet sampled due to complaint of potential septic tank truck dumping into pond.,1/18/2001 0:00,Unknown,3/12/2010 0:00,BeaucheneM,,
20829,Miller Pond  NNT to,Started at downstream side of bridge  worked way under to upstream of bridge on Moxley Road.,River/Stream,41.428469,-72.135239,24000,Interpolation-Digital Map Source,WGS84,CT,MONTVILLE,3006,NULL,NULL,IFD electrofishing location.,1/26/2023 18:25,BeckerM,1/26/2023 18:25,BeckerM,,
20830,Miller Pond  NNT to NNT to NNT to,Downstream 45m from Moxley Rd  just above old cement culvert.,River/Stream,41.428797,-72.13378,24000,Interpolation-Digital Map Source,WGS84,CT,MONTVILLE,3006,NULL,NULL,IFD electrofishing location.,1/26/2023 18:25,BeckerM,1/26/2023 18:25,BeckerM,,
18397,Kettletown Brook,US of second park rd crossing adjacent to blue trail picnic area,River/Stream,41.428874,-73.203095,24000,Interpolation-Satellite,WGS84,CT,SOUTHBURY,6021,NULL,103016060,Old Station ID 6710; Housatonic Valley Association (HVA) monitoring site,12/27/2012 12:54,GregoireB,11/17/2021 18:20,BeckerM,,
18392,East Branch Eightmile River,East of Baker Lane,River/Stream,41.428964,-72.336645,24000,Interpolation-Map,WGS84,CT,LYME,4802,NULL,106001079,(SID 6705); TNC Monitoring site,12/12/2012 15:14,GregoireB,11/17/2021 18:20,BeckerM,,
20708,Naugatuck River,Downstream of the Beacon Falls WPCF ,River/Stream,41.429165,-73.070921,0,Interpolation-Digital Map Source,WGS84,CT,BEACON FALLS,6900,NULL,NULL,Alternate ID: BeaconFalls_WPFC-DS; 2021 POTW PFAS Study surface water sampling location (rough approximate),4/12/2022 20:41,LallyMe,4/12/2022 20:41,LallyMe,,
19702,Latimer Brook,Upstream Grassy Hill Road,River/Stream,41.429187,-72.22112,0,Interpolation-Satellite,WGS84,CT,MONTVILLE,2202,2202,108001432,Established 2017 as new station by DEEP WPLR/NRWC - Stream temperature monitoring site for stressor ID study,5/30/2017 12:13,LallyMe,10/5/2021 14:34,BeckerM,,
16027,NRG-Montville,Thames River near bartlett Cove,Wetland Undifferentiated,41.4292,-72.1001,24000,Interpolation-Map,NAD83,CT,MONTVILLE,3000,UNKNOWN,NULL,Initial Site Number=NRG-53 (CT0003115) or alias of =//site comments:,8/30/2006 0:00,GatterEvartsR,3/12/2010 0:00,BeaucheneM,,
18800,Little River,DS RTE 67,River/Stream Perennial,41.42921,-73.11102,0,Interpolation-Satellite,WGS84,CT,OXFORD,6920,NULL,NULL,ELECTROFISHING STANDARD SITE; DS RTE 67,10/29/2014 14:06,HumphreysM,12/21/2021 14:17,BeckerM,,
16299,Hunts brook,Fire Road,River/Stream,41.4293,-72.172,24000,Unknown,NAD83,CT,MONTVILLE,3006,CT3006-00_03,108001436,Initial Site Number= or alias of =//site comments:upper end of city of New London property,4/11/2008 0:00,BeaucheneM,10/5/2021 14:34,BeckerM,,
18722,East Branch Eightmile River,Behind   ## Salem Rd.,River/Stream,41.429318,-72.324344,0,Interpolation-Satellite,WGS84,CT,LYME,4802,CT4802-00_01,106001089,GET house number; Pre dam removal monitoring site,7/14/2014 8:31,HagstromN,11/17/2021 18:20,BeckerM,,
20485,Eightmile Brook,Upstream O'Neill Rd  within Oxford Land Trust Dann Preserve,River/Stream,41.4294,-73.16045,0,Interpolation-Satellite,WGS84,CT,OXFORD,6023,6023,103016005,Established 2020 by PRWC as new RBV monitoring location,11/12/2020 14:43,LallyMe,10/5/2021 14:34,BeckerM,,
14227,Hemp Swamp Brook,downstream Emmissons testing Road,River/Stream,41.4294,-73.0766,24000,Interpolation-Map,NAD83,CT,BEACON FALLS,6900,NOSEG,103016019,Initial Site Number=119 or alias of =//site comments:,3/2/1999 0:00,Unknown,10/5/2021 14:34,BeckerM,,
20703,Naugatuck River,In the vicinity of the Beacon Falls WPCF ,River/Stream,41.429444,-73.070556,0,Interpolation-Digital Map Source,WGS84,CT,BEACON FALLS,6900,NULL,NULL,Added for 2021 POTW study - fish tissue collection location,4/10/2022 11:01,LallyMe,4/10/2022 11:01,LallyMe,,
20687,Hemp Swamp Brook,100m upstream of Lancaster Drive,River/Stream,41.429852,-73.078025,0,Unknown,WGS84,CT,Beacon Falls,6900,NULL,NULL,Established 2021 as new volunteer monitoring station (VSTeM),2/1/2022 15:51,LallyMe,2/1/2022 15:51,LallyMe,,
20709,Naugatuck River,Upstream of the Beacon Falls WPCF ,River/Stream,41.429899,-73.070175,0,Interpolation-Digital Map Source,WGS84,CT,BEACON FALLS,6900,NULL,NULL,Alternate ID: BeaconFalls_WPFC-US; 2021 POTW PFAS Study surface water sampling location (rough approximate),4/12/2022 20:41,LallyMe,4/12/2022 20:41,LallyMe,,
15020,Eightmile River,150 meters downstream Confluence with East branch eightmile R. (rte 156),River/Stream,41.43,-72.3392,24000,GPS-Unspecified,NAD83,CT,LYME,4800,CT4800-00_01,106001093,Initial Site Number=CT 50-02 or alias of =//site comments:probabilistic monitoring station year 2  top end of segment is 50 meters below confluence with east branch eightmile.,4/23/2003 0:00,Unknown,10/5/2021 14:34,BeckerM,,
20828,Miller Pond  NNT to NNT to,Upstream Old Colchester Rd near house #306.,River/Stream,41.430014,-72.138243,24000,Interpolation-Digital Map Source,WGS84,CT,MONTVILLE,3006,NULL,NULL,IFD electrofishing location.,1/26/2023 18:25,BeckerM,1/26/2023 18:25,BeckerM,,
15848,Aonlea/White property,Asphalt milling pile in front of,Land Runoff,41.4303,-71.8598,24000,Interpolation-Map,NAD83,CT,NORTH STONINGTON,1004,Never,NULL,Initial Site Number=AV-2 or alias of =//site comments:stormwater pooled in front of Millings pile. Surrounded by milling high oil contenti,4/25/2006 0:00,GatterEvartsR,3/12/2010 0:00,BeaucheneM,,
14859,Shunock River,upstream route 184,River/Stream,41.4304,-71.8526,24000,GPS-Unspecified,NAD83,CT,NORTH STONINGTON,1004,CT1004-00_01,NULL,Initial Site Number=CT 43-01 or alias of =//site comments:Site was selected by EPA wadeable probabalistic monitoring.,4/25/2002 0:00,BeaucheneM,3/12/2010 0:00,BeaucheneM,,
15849,Avonlea/White Property,toe of slope/wetland,Wetland Undifferentiated,41.4306,-71.8593,24000,Interpolation-Map,NAD83,CT,NORTH STONINGTON,1004,Never,NULL,Initial Site Number=AV-1 or alias of =//site comments:sever iron and manganese deposits. Corner of property near asphalt milling pile,4/25/2006 0:00,GatterEvartsR,3/12/2010 0:00,BeaucheneM,,
14300,Mill River,upstream Tuttle Road,River/Stream,41.4307,-72.904,24000,Interpolation-Map,NAD83,CT,HAMDEN,5302,CT5302-00_02,NULL,Initial Site Number=61 or alias of =//site comments:,3/2/1999 0:00,Unknown,3/12/2010 0:00,BeaucheneM,,
16326,Wharton Brook  tributary to,upstream pond hill road at Church parking lot,River/Stream,41.4309,-72.8196,24000,Unknown,NAD83,CT,WALLINGFORD,5207,CT5207-01,NULL,Initial Site Number=CTS06621-0313 or alias of =//site comments:some concrete walls but can get down. Better riffles ds  Park in Church parking lot,4/11/2008 0:00,BeaucheneM,3/12/2010 0:00,BeaucheneM,,
14174,East Branch Eightmile River,100 meters upstream Mouth downstream Route 156,River/Stream,41.4309,-72.3375,24000,GPS-Unspecified,NAD83,CT,LYME,4802,CT4802-00_01,106001093,Initial Site Number=204 or alias of =26-003//site comments:Site is adjacent to site 203 Eightmile River,3/2/1999 0:00,Unknown,10/5/2021 14:34,BeckerM,,
20387,Malt House Brook,Rte. 82 right-of-way at Hedland Rd. Intersection,River/Stream,41.430911,-72.359307,0,Interpolation-Satellite,WGS84,CT,EAST HADDAM,4800,CT4800-14_01,106001088,Established 2019 as a new volunteer monitoring station,3/2/2020 10:52,LiK,10/7/2021 14:01,BeckerM,,
16281,Muddy River,adjacent  to Tyler Mill Road,River/Stream,41.431,-72.7825,24000,Interpolation-Map,NAD83,CT,WALLINGFORD,5208,CT5208-00_02b,NULL,Initial Site Number= or alias of =//site comments:Added due to fish community samples collected summer 2007 by UCONN Yoichiro Kanno,1/25/2008 0:00,BeaucheneM,3/12/2010 0:00,BeaucheneM,,
20477,Connecticut River,at Parkers Point,River/Stream,41.431005,-72.44428,0,Interpolation-Satellite,WGS84,CT,CHESTER,4000,NULL,NULL,2018-2019 NRSA Fish Tissue Site #NRS18_CT_10020,10/29/2020 15:29,LallyMe,10/29/2020 15:29,LallyMe,,
14187,Eightmile River,downstream Route 156 upstream confluence,River/Stream,41.4312,-72.3376,24000,GPS-Unspecified,NAD83,CT,LYME,4800,CT4800-00_01,106001093,Initial Site Number=203 or alias of =26-001//site comments:Adjacent to site 204 East Branch Eightmile River,3/2/1999 0:00,Unknown,10/5/2021 14:34,BeckerM,,
20726,Beacon Falls WPCF,At the Beacon Falls WPCF final effluent ,Facility Municipal Sewage (POTW),41.431702,-73.070602,0,Interpolation-Digital Map Source,WGS84,CT,BEACON FALLS,6900,NULL,NULL,Alternate ID: BeaconF_Eff; 2021 POTW PFAS Study surface water sampling location (rough approximate),4/12/2022 20:46,LallyMe,4/12/2022 20:46,LallyMe,,
18391,East Branch Eightmile River,at upper end of former Ed Bill's Pond impoundment,River/Stream,41.431868,-72.319122,24000,Interpolation-Map,WGS84,CT,LYME,4802,NULL,106001089,(SID 6704); TNC monitoring site - dam removal location fall 2015,12/12/2012 15:10,GregoireB,11/17/2021 18:20,BeckerM,,
17027,Sanford Brook,DS of 2nd Crossing US Lake Bethany,River/Stream,41.432,-72.9747,24000,Unknown,NAD83,CT,BETHANY,5305,Needs,NULL,Initial Site Number=2114 or alias of =2114//site comments:Stream Survey Site,1/12/2009 0:00,BeaucheneM,12/21/2021 14:17,BeckerM,,
16765,Hungerford Brook,200 M DS crossing with Rte 82,River/Stream,41.432,-72.4067,24000,Unknown,NAD83,CT,EAST HADDAM,4016,CT4016-10_01,106001097,Initial Site Number=1100 or alias of =1100//site comments:Stream Survey Site,1/12/2009 0:00,BeaucheneM,12/21/2021 14:17,BeckerM,,
16133,Wharton Brook,US Northfield Road and Park Lane At House #25,River/Stream,41.4324,-72.8321,24000,Interpolation-Map,NAD83,CT,WALLINGFORD,5207,CT5207-00_01,104000497,Initial Site Number= or alias of =//site comments:,5/16/2007 0:00,Unknown,10/5/2021 14:34,BeckerM,,
14429,Quinnipiac River,upstream Toelles Road,River/Stream,41.4326,-72.8506,24000,GPS-Unspecified,NAD83,CT,WALLINGFORD,5200,CT5200-00_02,NULL,Initial Site Number=QRRW or alias of =//site comments:sediment collection location,3/2/1999 0:00,Unknown,3/12/2010 0:00,BeaucheneM,,
18765,Malt House Brook,US of Rte 82,River/Stream,41.433134,-72.347105,0,Interpolation-Satellite,WGS84,CT,EAST HADDAM,4800,CT4800-14_01,106001134,,8/25/2014 8:20,HagstromN,10/7/2021 14:01,BeckerM,,
15576,Lee Brook,between Lakemere Road and Lee Farm Drive,River/Stream,41.4334,-73.2289,24000,Interpolation-Map,NAD83,CT,SOUTHBURY,6000,CT6000-56_01,103015935,Initial Site Number=9-002 or alias of =//site comments:New RBV site by HVA fall 2004  Prob mon site ALUS 2006.  HVA Data collected downstream of Lakemere Road in slower flow-,11/4/2004 0:00,BeaucheneM,12/27/2021 17:18,BeckerM,,
16880,Muddy River,400 M DS Mckenzie Reservoir,River/Stream,41.4339,-72.7817,24000,Unknown,NAD83,CT,WALLINGFORD,5208,Needs,NULL,Initial Site Number=4226 or alias of =4226//site comments:Stream Survey Site,1/12/2009 0:00,BeaucheneM,12/21/2021 14:17,BeckerM,,
16803,Lee Brook Tributary to,US of Gallop Hill Rd,River/Stream,41.4342,-71.9864,24000,Unknown,NAD83,CT,LEDYARD,2103,Needs,NULL,Initial Site Number=5061 or alias of =5061//site comments:Stream Survey Site,1/12/2009 0:00,BeaucheneM,3/12/2010 0:00,BeaucheneM,,
15429,Cytec,at final effluent,Facility Industrial,41.4346,-72.8477,24000,Interpolation-Map,NAD83,CT,WALLINGFORD,5200,INTO_CT****,NULL,Initial Site Number=CT000086-001 or alias of =//site comments:site sampled by rose,3/29/2004 0:00,BeaucheneM,3/12/2010 0:00,BeaucheneM,,
18764,Cranberry Meadow Brook,US of Rte 82,River/Stream,41.435045,-72.342277,0,Interpolation-Satellite,WGS84,CT,EAST HADDAM,4800,NULL,106001151,,8/25/2014 8:17,HagstromN,10/5/2021 14:34,BeckerM,,
18551,Pond Brook  Unnamed Tributary to,Upstream Route 25,River/Stream,41.435383,-73.35678,24000,Interpolation-Map,NAD83,CT,NEWTOWN,6018,NULL,NULL,Established 2013 as new IFD fish community monitoring site,11/25/2013 8:52,LallyMe,11/25/2013 8:52,LallyMe,,
20480,Eightmile River,Within Patrell Preserve  at footbridge,River/Stream,41.43539,-72.334228,0,Interpolation-Satellite,WGS84,CT,EAST HADDAM,4800,CT4800-00_01,106001140,2020 RBV Monitoring Location,11/3/2020 13:59,LallyMe,10/7/2021 14:01,BeckerM,,
15430,Cytec,at end of culvert for abandoned DSN 002,Facility Industrial,41.4355,-72.8474,24000,Interpolation-Map,NAD83,CT,WALLINGFORD,5200,INTO_CT****,NULL,Initial Site Number=CT000086-002 or alias of =//site comments:site sampled by rose.  Series of 3 culverts next to each other.  Used to contain industrial discharge for DSN 002.  It has been abandoned and now has only ground water and leachate per Rose.,3/29/2004 0:00,Unknown,3/12/2010 0:00,BeaucheneM,,
17290,Coginchaug River  tributary to,at Route 77,River/Stream,41.4355,-72.6902,24000,Interpolation-Map,NAD83,CT,DURHAM,4607,CT4607-02_01,NULL,Initial Site Number=UTB005 or alias of =//site comments:Coginchaug Bacteria by CT Riverwatch summer 2009,3/2/2009 0:00,BeaucheneM,3/12/2010 0:00,BeaucheneM,,
17739,Pond Brook,at Currituck Road,River/Stream,41.435948,-73.355885,0,Interpolation-Satellite,WGS84,CT,NEWTOWN,6018,NULL,NULL,WD fisheries hobo location summer 2011 Old Station ID: 6328,11/25/2011 11:38,BeaucheneM,8/28/2015 12:46,LallyMe,,
19428,Hemlock Valley Brook,1 km below Rt 82,River/Stream,41.436064,-72.421824,0,Interpolation-Satellite,WGS84,CT,EAST HADDAM,4016,NULL,NULL,IFD,12/22/2016 9:29,HagstromN,12/22/2016 9:30,HagstromN,,
14822,Thomas G. Faria Company,at final effulent,Facility Industrial,41.4364,-72.107,24000,Interpolation-Map,NAD83,CT,MONTVILLE,3004,INTO_CT****,NULL,Initial Site Number=CT0003158-001 or alias of =//site comments:treated groundwater collected by rose gatter-evarts,2/1/2002 0:00,GatterEvartsR,3/12/2010 0:00,BeaucheneM,,
17547,Oxoboxo Brook  pipe to,at Faria company US Pink Row road,River/Stream,41.43644,-72.10645,24000,Unknown,NAD83,CT,MONTVILLE,3004,INTO,NULL,"Initial Site Number=320-P or alias of=  Site comment:   3"" black plastic pipe discharging clear water to Oxoboxo Brook""",7/14/2010 0:00,BeaucheneM,12/1/2010 0:00,BeaucheneM,,
14230,Hockanum Brook,upstream South Main Street Near JCT Route 42,River/Stream,41.4366,-73.0593,24000,Interpolation-Map,NAD83,CT,BEACON FALLS,6900,CT6900-28_01,103015857,Initial Site Number=HO-69 or alias of =HO-69 5-007//site comments:Site sampled for fish community Summer 2006,3/2/1999 0:00,GatterEvartsR,10/5/2021 14:34,BeckerM,,
16363,Quinnipiac River,Above Cytec downstream of Landfill  downstream of Oliver creek rd,River/Stream,41.4366,-72.8474,24000,Interpolation-Map,NAD83,CT,WALLINGFORD,5200,CT5200-00_02,NULL,Initial Site Number=QRT-7 or alias of =//site comments:Access through Oliver Creek Rd and old trailer Park ,5/27/2008 0:00,GatterEvartsR,3/12/2010 0:00,BeaucheneM,,
14733,Oxoboxo Brook,upstream crossing at Faria Company (pink row road),River/Stream,41.4366,-72.1062,24000,GPS-Unspecified,NAD83,CT,MONTVILLE,3004,CT3004-00_01,108001367,Initial Site Number=238  CT41-99 or alias of =13039//site comments:New rotating basin stations fall 2000.  Please call ahead before sampling.  Company owns both sides of the river.,10/20/2000 0:00,BeaucheneM,10/5/2021 14:34,BeckerM,,
19577,Great Brook Trib,Sandy Hollow RD,River/Stream,41.436649,-72.03959,0,Interpolation-Satellite,WGS84,CT,LEDYARD,2107,NULL,NULL,IFD,3/28/2017 7:41,HagstromN,3/28/2017 7:41,HagstromN,,
