"staSeq","locationName","locationDescription","locationType","ylat","xlong","sourceMapScale","horizCollectMethod","horizRefDatum","stateCd","munName","subBasin","adbSegID","hydroID","stationsCommentTxt","createDate","createUser","lastUpdateDate","lastUpdateUser","Year"
14377,"Pattaconk Brook","first crossing Route 148 downstream Route 9","River/Stream",41.3991,-72.4651,24000,"GPS-Unspecified","NAD83","CT","CHESTER",4017,"CT4017-03_01","106000865","Initial Site Number=202 or alias of =//site comments:",1999-03-02 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",2012
14377,"Pattaconk Brook","first crossing Route 148 downstream Route 9","River/Stream",41.3991,-72.4651,24000,"GPS-Unspecified","NAD83","CT","CHESTER",4017,"CT4017-03_01","106000865","Initial Site Number=202 or alias of =//site comments:",1999-03-02 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",2008
14377,"Pattaconk Brook","first crossing Route 148 downstream Route 9","River/Stream",41.3991,-72.4651,24000,"GPS-Unspecified","NAD83","CT","CHESTER",4017,"CT4017-03_01","106000865","Initial Site Number=202 or alias of =//site comments:",1999-03-02 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",1998
14379,"Pawcatuck River","under White Rock Road Bridge at state line","River/Stream",41.3978,-71.8422,24000,"GPS-Unspecified","NAD83","CT","STONINGTON",1000,"CT1000-00_01","110001498","Initial Site Number=57, CT 52-99 or alias of =//site comments:a new bridge has been built adjacent to the old bridge.",1999-03-02 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",2013
14379,"Pawcatuck River","under White Rock Road Bridge at state line","River/Stream",41.3978,-71.8422,24000,"GPS-Unspecified","NAD83","CT","STONINGTON",1000,"CT1000-00_01","110001498","Initial Site Number=57, CT 52-99 or alias of =//site comments:a new bridge has been built adjacent to the old bridge.",1999-03-02 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",2010
14379,"Pawcatuck River","under White Rock Road Bridge at state line","River/Stream",41.3978,-71.8422,24000,"GPS-Unspecified","NAD83","CT","STONINGTON",1000,"CT1000-00_01","110001498","Initial Site Number=57, CT 52-99 or alias of =//site comments:a new bridge has been built adjacent to the old bridge.",1999-03-02 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",2014
14379,"Pawcatuck River","under White Rock Road Bridge at state line","River/Stream",41.3978,-71.8422,24000,"GPS-Unspecified","NAD83","CT","STONINGTON",1000,"CT1000-00_01","110001498","Initial Site Number=57, CT 52-99 or alias of =//site comments:a new bridge has been built adjacent to the old bridge.",1999-03-02 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",2007
14379,"Pawcatuck River","under White Rock Road Bridge at state line","River/Stream",41.3978,-71.8422,24000,"GPS-Unspecified","NAD83","CT","STONINGTON",1000,"CT1000-00_01","110001498","Initial Site Number=57, CT 52-99 or alias of =//site comments:a new bridge has been built adjacent to the old bridge.",1999-03-02 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",2000
14379,"Pawcatuck River","under White Rock Road Bridge at state line","River/Stream",41.3978,-71.8422,24000,"GPS-Unspecified","NAD83","CT","STONINGTON",1000,"CT1000-00_01","110001498","Initial Site Number=57, CT 52-99 or alias of =//site comments:a new bridge has been built adjacent to the old bridge.",1999-03-02 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",2012
14383,"Pequabuck River","downstream Route 177","River/Stream",41.6719,-72.8751,24000,"Interpolation-Map","NAD83","CT","PLAINVILLE",4315,"CT4315-00_02",NA,"Initial Site Number=PR8 or alias of =4//site comments:",1999-03-02 00:00:00,"Unknown",2010-03-12 00:00:00,"BeaucheneM",1988
14383,"Pequabuck River","downstream Route 177","River/Stream",41.6719,-72.8751,24000,"Interpolation-Map","NAD83","CT","PLAINVILLE",4315,"CT4315-00_02",NA,"Initial Site Number=PR8 or alias of =4//site comments:",1999-03-02 00:00:00,"Unknown",2010-03-12 00:00:00,"BeaucheneM",1991
14383,"Pequabuck River","downstream Route 177","River/Stream",41.6719,-72.8751,24000,"Interpolation-Map","NAD83","CT","PLAINVILLE",4315,"CT4315-00_02",NA,"Initial Site Number=PR8 or alias of =4//site comments:",1999-03-02 00:00:00,"Unknown",2010-03-12 00:00:00,"BeaucheneM",1993
14383,"Pequabuck River","downstream Route 177","River/Stream",41.6719,-72.8751,24000,"Interpolation-Map","NAD83","CT","PLAINVILLE",4315,"CT4315-00_02",NA,"Initial Site Number=PR8 or alias of =4//site comments:",1999-03-02 00:00:00,"Unknown",2010-03-12 00:00:00,"BeaucheneM",1995
14383,"Pequabuck River","downstream Route 177","River/Stream",41.6719,-72.8751,24000,"Interpolation-Map","NAD83","CT","PLAINVILLE",4315,"CT4315-00_02",NA,"Initial Site Number=PR8 or alias of =4//site comments:",1999-03-02 00:00:00,"Unknown",2010-03-12 00:00:00,"BeaucheneM",1989
14383,"Pequabuck River","downstream Route 177","River/Stream",41.6719,-72.8751,24000,"Interpolation-Map","NAD83","CT","PLAINVILLE",4315,"CT4315-00_02",NA,"Initial Site Number=PR8 or alias of =4//site comments:",1999-03-02 00:00:00,"Unknown",2010-03-12 00:00:00,"BeaucheneM",1990
14385,"Pequabuck River","adjacent Retirement Housing (Eagle Street)","River/Stream",41.6789,-73.015,24000,"GPS-Unspecified","NAD83","CT","PLYMOUTH",4315,"CT4315-00_06",NA,"Initial Site Number=PR11 or alias of =//site comments:",1999-03-02 00:00:00,"Unknown",2010-03-12 00:00:00,"BeaucheneM",1991
14385,"Pequabuck River","adjacent Retirement Housing (Eagle Street)","River/Stream",41.6789,-73.015,24000,"GPS-Unspecified","NAD83","CT","PLYMOUTH",4315,"CT4315-00_06",NA,"Initial Site Number=PR11 or alias of =//site comments:",1999-03-02 00:00:00,"Unknown",2010-03-12 00:00:00,"BeaucheneM",1993
14385,"Pequabuck River","adjacent Retirement Housing (Eagle Street)","River/Stream",41.6789,-73.015,24000,"GPS-Unspecified","NAD83","CT","PLYMOUTH",4315,"CT4315-00_06",NA,"Initial Site Number=PR11 or alias of =//site comments:",1999-03-02 00:00:00,"Unknown",2010-03-12 00:00:00,"BeaucheneM",2008
14388,"Pequabuck River","Route72 & Route 6","River/Stream",41.678,-73.0002,24000,"GPS-Unspecified","NAD83","CT","PLYMOUTH",4315,"CT4315-00_06",NA,"Initial Site Number=PR3 or alias of =//site comments:",1999-03-02 00:00:00,"Unknown",2010-03-12 00:00:00,"BeaucheneM",1991
14388,"Pequabuck River","Route72 & Route 6","River/Stream",41.678,-73.0002,24000,"GPS-Unspecified","NAD83","CT","PLYMOUTH",4315,"CT4315-00_06",NA,"Initial Site Number=PR3 or alias of =//site comments:",1999-03-02 00:00:00,"Unknown",2010-03-12 00:00:00,"BeaucheneM",1990
14388,"Pequabuck River","Route72 & Route 6","River/Stream",41.678,-73.0002,24000,"GPS-Unspecified","NAD83","CT","PLYMOUTH",4315,"CT4315-00_06",NA,"Initial Site Number=PR3 or alias of =//site comments:",1999-03-02 00:00:00,"Unknown",2010-03-12 00:00:00,"BeaucheneM",1994
14388,"Pequabuck River","Route72 & Route 6","River/Stream",41.678,-73.0002,24000,"GPS-Unspecified","NAD83","CT","PLYMOUTH",4315,"CT4315-00_06",NA,"Initial Site Number=PR3 or alias of =//site comments:",1999-03-02 00:00:00,"Unknown",2010-03-12 00:00:00,"BeaucheneM",1988
14388,"Pequabuck River","Route72 & Route 6","River/Stream",41.678,-73.0002,24000,"GPS-Unspecified","NAD83","CT","PLYMOUTH",4315,"CT4315-00_06",NA,"Initial Site Number=PR3 or alias of =//site comments:",1999-03-02 00:00:00,"Unknown",2010-03-12 00:00:00,"BeaucheneM",1993
14389,"Pequabuck River","downstream Canal Street","River/Stream",41.6693,-72.9936,24000,"GPS-Unspecified","NAD83","CT","PLYMOUTH",4315,"CT4315-00_05","105001044","Initial Site Number=PR4 or alias of =8-001//site comments:Station is between Plymouth WPCF outfall and Canal Street",1999-03-02 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",1994
14389,"Pequabuck River","downstream Canal Street","River/Stream",41.6693,-72.9936,24000,"GPS-Unspecified","NAD83","CT","PLYMOUTH",4315,"CT4315-00_05","105001044","Initial Site Number=PR4 or alias of =8-001//site comments:Station is between Plymouth WPCF outfall and Canal Street",1999-03-02 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",1998
14389,"Pequabuck River","downstream Canal Street","River/Stream",41.6693,-72.9936,24000,"GPS-Unspecified","NAD83","CT","PLYMOUTH",4315,"CT4315-00_05","105001044","Initial Site Number=PR4 or alias of =8-001//site comments:Station is between Plymouth WPCF outfall and Canal Street",1999-03-02 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",1993
14389,"Pequabuck River","downstream Canal Street","River/Stream",41.6693,-72.9936,24000,"GPS-Unspecified","NAD83","CT","PLYMOUTH",4315,"CT4315-00_05","105001044","Initial Site Number=PR4 or alias of =8-001//site comments:Station is between Plymouth WPCF outfall and Canal Street",1999-03-02 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",1992
14389,"Pequabuck River","downstream Canal Street","River/Stream",41.6693,-72.9936,24000,"GPS-Unspecified","NAD83","CT","PLYMOUTH",4315,"CT4315-00_05","105001044","Initial Site Number=PR4 or alias of =8-001//site comments:Station is between Plymouth WPCF outfall and Canal Street",1999-03-02 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",1990
14389,"Pequabuck River","downstream Canal Street","River/Stream",41.6693,-72.9936,24000,"GPS-Unspecified","NAD83","CT","PLYMOUTH",4315,"CT4315-00_05","105001044","Initial Site Number=PR4 or alias of =8-001//site comments:Station is between Plymouth WPCF outfall and Canal Street",1999-03-02 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",2008
14389,"Pequabuck River","downstream Canal Street","River/Stream",41.6693,-72.9936,24000,"GPS-Unspecified","NAD83","CT","PLYMOUTH",4315,"CT4315-00_05","105001044","Initial Site Number=PR4 or alias of =8-001//site comments:Station is between Plymouth WPCF outfall and Canal Street",1999-03-02 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",1991
14389,"Pequabuck River","downstream Canal Street","River/Stream",41.6693,-72.9936,24000,"GPS-Unspecified","NAD83","CT","PLYMOUTH",4315,"CT4315-00_05","105001044","Initial Site Number=PR4 or alias of =8-001//site comments:Station is between Plymouth WPCF outfall and Canal Street",1999-03-02 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",1988
14390,"Pequabuck River","upper end Rockwell Park","River/Stream",41.6742,-72.9619,24000,"GPS-Unspecified","NAD83","CT","BRISTOL",4315,"CT4315-00_05","105000011","Initial Site Number=PR5 or alias of =8-002, 172.01//site comments:station is between stone bridge and outlet of pond, Pequabuck River Watershed Assoc., Bristol Central",1999-03-02 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",1993
14390,"Pequabuck River","upper end Rockwell Park","River/Stream",41.6742,-72.9619,24000,"GPS-Unspecified","NAD83","CT","BRISTOL",4315,"CT4315-00_05","105000011","Initial Site Number=PR5 or alias of =8-002, 172.01//site comments:station is between stone bridge and outlet of pond, Pequabuck River Watershed Assoc., Bristol Central",1999-03-02 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",2017
14390,"Pequabuck River","upper end Rockwell Park","River/Stream",41.6742,-72.9619,24000,"GPS-Unspecified","NAD83","CT","BRISTOL",4315,"CT4315-00_05","105000011","Initial Site Number=PR5 or alias of =8-002, 172.01//site comments:station is between stone bridge and outlet of pond, Pequabuck River Watershed Assoc., Bristol Central",1999-03-02 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",1990
14390,"Pequabuck River","upper end Rockwell Park","River/Stream",41.6742,-72.9619,24000,"GPS-Unspecified","NAD83","CT","BRISTOL",4315,"CT4315-00_05","105000011","Initial Site Number=PR5 or alias of =8-002, 172.01//site comments:station is between stone bridge and outlet of pond, Pequabuck River Watershed Assoc., Bristol Central",1999-03-02 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",1992
14390,"Pequabuck River","upper end Rockwell Park","River/Stream",41.6742,-72.9619,24000,"GPS-Unspecified","NAD83","CT","BRISTOL",4315,"CT4315-00_05","105000011","Initial Site Number=PR5 or alias of =8-002, 172.01//site comments:station is between stone bridge and outlet of pond, Pequabuck River Watershed Assoc., Bristol Central",1999-03-02 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",1994
14390,"Pequabuck River","upper end Rockwell Park","River/Stream",41.6742,-72.9619,24000,"GPS-Unspecified","NAD83","CT","BRISTOL",4315,"CT4315-00_05","105000011","Initial Site Number=PR5 or alias of =8-002, 172.01//site comments:station is between stone bridge and outlet of pond, Pequabuck River Watershed Assoc., Bristol Central",1999-03-02 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",1998
14390,"Pequabuck River","upper end Rockwell Park","River/Stream",41.6742,-72.9619,24000,"GPS-Unspecified","NAD83","CT","BRISTOL",4315,"CT4315-00_05","105000011","Initial Site Number=PR5 or alias of =8-002, 172.01//site comments:station is between stone bridge and outlet of pond, Pequabuck River Watershed Assoc., Bristol Central",1999-03-02 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",1995
14390,"Pequabuck River","upper end Rockwell Park","River/Stream",41.6742,-72.9619,24000,"GPS-Unspecified","NAD83","CT","BRISTOL",4315,"CT4315-00_05","105000011","Initial Site Number=PR5 or alias of =8-002, 172.01//site comments:station is between stone bridge and outlet of pond, Pequabuck River Watershed Assoc., Bristol Central",1999-03-02 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",1996
14390,"Pequabuck River","upper end Rockwell Park","River/Stream",41.6742,-72.9619,24000,"GPS-Unspecified","NAD83","CT","BRISTOL",4315,"CT4315-00_05","105000011","Initial Site Number=PR5 or alias of =8-002, 172.01//site comments:station is between stone bridge and outlet of pond, Pequabuck River Watershed Assoc., Bristol Central",1999-03-02 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",2014
14390,"Pequabuck River","upper end Rockwell Park","River/Stream",41.6742,-72.9619,24000,"GPS-Unspecified","NAD83","CT","BRISTOL",4315,"CT4315-00_05","105000011","Initial Site Number=PR5 or alias of =8-002, 172.01//site comments:station is between stone bridge and outlet of pond, Pequabuck River Watershed Assoc., Bristol Central",1999-03-02 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",2012
14390,"Pequabuck River","upper end Rockwell Park","River/Stream",41.6742,-72.9619,24000,"GPS-Unspecified","NAD83","CT","BRISTOL",4315,"CT4315-00_05","105000011","Initial Site Number=PR5 or alias of =8-002, 172.01//site comments:station is between stone bridge and outlet of pond, Pequabuck River Watershed Assoc., Bristol Central",1999-03-02 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",2008
14390,"Pequabuck River","upper end Rockwell Park","River/Stream",41.6742,-72.9619,24000,"GPS-Unspecified","NAD83","CT","BRISTOL",4315,"CT4315-00_05","105000011","Initial Site Number=PR5 or alias of =8-002, 172.01//site comments:station is between stone bridge and outlet of pond, Pequabuck River Watershed Assoc., Bristol Central",1999-03-02 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",2010
14391,"Pequabuck River","downstream 250 meters Route 229","River/Stream",41.6681,-72.9208,24000,"GPS-Unspecified","NAD83","CT","BRISTOL",4315,"CT4315-00_03",NA,"Initial Site Number=PR6 or alias of =//site comments:access to station by large dirt area.  Station is 150 meters upstream of the Bristol WPCF outfall.",1999-03-02 00:00:00,"Unknown",2010-03-12 00:00:00,"BeaucheneM",1998
14391,"Pequabuck River","downstream 250 meters Route 229","River/Stream",41.6681,-72.9208,24000,"GPS-Unspecified","NAD83","CT","BRISTOL",4315,"CT4315-00_03",NA,"Initial Site Number=PR6 or alias of =//site comments:access to station by large dirt area.  Station is 150 meters upstream of the Bristol WPCF outfall.",1999-03-02 00:00:00,"Unknown",2010-03-12 00:00:00,"BeaucheneM",1993
14391,"Pequabuck River","downstream 250 meters Route 229","River/Stream",41.6681,-72.9208,24000,"GPS-Unspecified","NAD83","CT","BRISTOL",4315,"CT4315-00_03",NA,"Initial Site Number=PR6 or alias of =//site comments:access to station by large dirt area.  Station is 150 meters upstream of the Bristol WPCF outfall.",1999-03-02 00:00:00,"Unknown",2010-03-12 00:00:00,"BeaucheneM",1990
14391,"Pequabuck River","downstream 250 meters Route 229","River/Stream",41.6681,-72.9208,24000,"GPS-Unspecified","NAD83","CT","BRISTOL",4315,"CT4315-00_03",NA,"Initial Site Number=PR6 or alias of =//site comments:access to station by large dirt area.  Station is 150 meters upstream of the Bristol WPCF outfall.",1999-03-02 00:00:00,"Unknown",2010-03-12 00:00:00,"BeaucheneM",1988
14391,"Pequabuck River","downstream 250 meters Route 229","River/Stream",41.6681,-72.9208,24000,"GPS-Unspecified","NAD83","CT","BRISTOL",4315,"CT4315-00_03",NA,"Initial Site Number=PR6 or alias of =//site comments:access to station by large dirt area.  Station is 150 meters upstream of the Bristol WPCF outfall.",1999-03-02 00:00:00,"Unknown",2010-03-12 00:00:00,"BeaucheneM",1992
14391,"Pequabuck River","downstream 250 meters Route 229","River/Stream",41.6681,-72.9208,24000,"GPS-Unspecified","NAD83","CT","BRISTOL",4315,"CT4315-00_03",NA,"Initial Site Number=PR6 or alias of =//site comments:access to station by large dirt area.  Station is 150 meters upstream of the Bristol WPCF outfall.",1999-03-02 00:00:00,"Unknown",2010-03-12 00:00:00,"BeaucheneM",1989
14392,"Pequabuck River","adjacent USGS Gage upstream of Central Avenue","River/Stream",41.6738,-72.8977,24000,"Interpolation-Map","NAD83","CT","BRISTOL",4315,"CT4315-00_02","105001050","Initial Site Number=PR7 or alias of =8-003//site comments:parking at small dirt lot across on rte 72 across from car repair garage.",1999-03-02 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",1993
14392,"Pequabuck River","adjacent USGS Gage upstream of Central Avenue","River/Stream",41.6738,-72.8977,24000,"Interpolation-Map","NAD83","CT","BRISTOL",4315,"CT4315-00_02","105001050","Initial Site Number=PR7 or alias of =8-003//site comments:parking at small dirt lot across on rte 72 across from car repair garage.",1999-03-02 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",1991
14392,"Pequabuck River","adjacent USGS Gage upstream of Central Avenue","River/Stream",41.6738,-72.8977,24000,"Interpolation-Map","NAD83","CT","BRISTOL",4315,"CT4315-00_02","105001050","Initial Site Number=PR7 or alias of =8-003//site comments:parking at small dirt lot across on rte 72 across from car repair garage.",1999-03-02 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",1992
14392,"Pequabuck River","adjacent USGS Gage upstream of Central Avenue","River/Stream",41.6738,-72.8977,24000,"Interpolation-Map","NAD83","CT","BRISTOL",4315,"CT4315-00_02","105001050","Initial Site Number=PR7 or alias of =8-003//site comments:parking at small dirt lot across on rte 72 across from car repair garage.",1999-03-02 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",1994
14392,"Pequabuck River","adjacent USGS Gage upstream of Central Avenue","River/Stream",41.6738,-72.8977,24000,"Interpolation-Map","NAD83","CT","BRISTOL",4315,"CT4315-00_02","105001050","Initial Site Number=PR7 or alias of =8-003//site comments:parking at small dirt lot across on rte 72 across from car repair garage.",1999-03-02 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",2017
14392,"Pequabuck River","adjacent USGS Gage upstream of Central Avenue","River/Stream",41.6738,-72.8977,24000,"Interpolation-Map","NAD83","CT","BRISTOL",4315,"CT4315-00_02","105001050","Initial Site Number=PR7 or alias of =8-003//site comments:parking at small dirt lot across on rte 72 across from car repair garage.",1999-03-02 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",1996
14392,"Pequabuck River","adjacent USGS Gage upstream of Central Avenue","River/Stream",41.6738,-72.8977,24000,"Interpolation-Map","NAD83","CT","BRISTOL",4315,"CT4315-00_02","105001050","Initial Site Number=PR7 or alias of =8-003//site comments:parking at small dirt lot across on rte 72 across from car repair garage.",1999-03-02 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",2004
14392,"Pequabuck River","adjacent USGS Gage upstream of Central Avenue","River/Stream",41.6738,-72.8977,24000,"Interpolation-Map","NAD83","CT","BRISTOL",4315,"CT4315-00_02","105001050","Initial Site Number=PR7 or alias of =8-003//site comments:parking at small dirt lot across on rte 72 across from car repair garage.",1999-03-02 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",1988
14392,"Pequabuck River","adjacent USGS Gage upstream of Central Avenue","River/Stream",41.6738,-72.8977,24000,"Interpolation-Map","NAD83","CT","BRISTOL",4315,"CT4315-00_02","105001050","Initial Site Number=PR7 or alias of =8-003//site comments:parking at small dirt lot across on rte 72 across from car repair garage.",1999-03-02 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",1990
14392,"Pequabuck River","adjacent USGS Gage upstream of Central Avenue","River/Stream",41.6738,-72.8977,24000,"Interpolation-Map","NAD83","CT","BRISTOL",4315,"CT4315-00_02","105001050","Initial Site Number=PR7 or alias of =8-003//site comments:parking at small dirt lot across on rte 72 across from car repair garage.",1999-03-02 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",2012
14392,"Pequabuck River","adjacent USGS Gage upstream of Central Avenue","River/Stream",41.6738,-72.8977,24000,"Interpolation-Map","NAD83","CT","BRISTOL",4315,"CT4315-00_02","105001050","Initial Site Number=PR7 or alias of =8-003//site comments:parking at small dirt lot across on rte 72 across from car repair garage.",1999-03-02 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",1995
14392,"Pequabuck River","adjacent USGS Gage upstream of Central Avenue","River/Stream",41.6738,-72.8977,24000,"Interpolation-Map","NAD83","CT","BRISTOL",4315,"CT4315-00_02","105001050","Initial Site Number=PR7 or alias of =8-003//site comments:parking at small dirt lot across on rte 72 across from car repair garage.",1999-03-02 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",1998
14392,"Pequabuck River","adjacent USGS Gage upstream of Central Avenue","River/Stream",41.6738,-72.8977,24000,"Interpolation-Map","NAD83","CT","BRISTOL",4315,"CT4315-00_02","105001050","Initial Site Number=PR7 or alias of =8-003//site comments:parking at small dirt lot across on rte 72 across from car repair garage.",1999-03-02 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",2010
14392,"Pequabuck River","adjacent USGS Gage upstream of Central Avenue","River/Stream",41.6738,-72.8977,24000,"Interpolation-Map","NAD83","CT","BRISTOL",4315,"CT4315-00_02","105001050","Initial Site Number=PR7 or alias of =8-003//site comments:parking at small dirt lot across on rte 72 across from car repair garage.",1999-03-02 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",2014
14392,"Pequabuck River","adjacent USGS Gage upstream of Central Avenue","River/Stream",41.6738,-72.8977,24000,"Interpolation-Map","NAD83","CT","BRISTOL",4315,"CT4315-00_02","105001050","Initial Site Number=PR7 or alias of =8-003//site comments:parking at small dirt lot across on rte 72 across from car repair garage.",1999-03-02 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",2018
14392,"Pequabuck River","adjacent USGS Gage upstream of Central Avenue","River/Stream",41.6738,-72.8977,24000,"Interpolation-Map","NAD83","CT","BRISTOL",4315,"CT4315-00_02","105001050","Initial Site Number=PR7 or alias of =8-003//site comments:parking at small dirt lot across on rte 72 across from car repair garage.",1999-03-02 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",2008
14392,"Pequabuck River","adjacent USGS Gage upstream of Central Avenue","River/Stream",41.6738,-72.8977,24000,"Interpolation-Map","NAD83","CT","BRISTOL",4315,"CT4315-00_02","105001050","Initial Site Number=PR7 or alias of =8-003//site comments:parking at small dirt lot across on rte 72 across from car repair garage.",1999-03-02 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",2005
14393,"Pequabuck River","downstream 200 meters Route 6","River/Stream",41.7046,-72.8504,24000,"Interpolation-Map","NAD83","CT","FARMINGTON",4315,"CT4315-00_01",NA,"Initial Site Number=PR9 or alias of =//site comments:access to station by walking on trail on west bank.  Collect 200 meters downstream of road crossing",1999-03-02 00:00:00,"Unknown",2010-03-12 00:00:00,"BeaucheneM",1993
14393,"Pequabuck River","downstream 200 meters Route 6","River/Stream",41.7046,-72.8504,24000,"Interpolation-Map","NAD83","CT","FARMINGTON",4315,"CT4315-00_01",NA,"Initial Site Number=PR9 or alias of =//site comments:access to station by walking on trail on west bank.  Collect 200 meters downstream of road crossing",1999-03-02 00:00:00,"Unknown",2010-03-12 00:00:00,"BeaucheneM",1994
14393,"Pequabuck River","downstream 200 meters Route 6","River/Stream",41.7046,-72.8504,24000,"Interpolation-Map","NAD83","CT","FARMINGTON",4315,"CT4315-00_01",NA,"Initial Site Number=PR9 or alias of =//site comments:access to station by walking on trail on west bank.  Collect 200 meters downstream of road crossing",1999-03-02 00:00:00,"Unknown",2010-03-12 00:00:00,"BeaucheneM",2012
14393,"Pequabuck River","downstream 200 meters Route 6","River/Stream",41.7046,-72.8504,24000,"Interpolation-Map","NAD83","CT","FARMINGTON",4315,"CT4315-00_01",NA,"Initial Site Number=PR9 or alias of =//site comments:access to station by walking on trail on west bank.  Collect 200 meters downstream of road crossing",1999-03-02 00:00:00,"Unknown",2010-03-12 00:00:00,"BeaucheneM",1998
14393,"Pequabuck River","downstream 200 meters Route 6","River/Stream",41.7046,-72.8504,24000,"Interpolation-Map","NAD83","CT","FARMINGTON",4315,"CT4315-00_01",NA,"Initial Site Number=PR9 or alias of =//site comments:access to station by walking on trail on west bank.  Collect 200 meters downstream of road crossing",1999-03-02 00:00:00,"Unknown",2010-03-12 00:00:00,"BeaucheneM",1992
14393,"Pequabuck River","downstream 200 meters Route 6","River/Stream",41.7046,-72.8504,24000,"Interpolation-Map","NAD83","CT","FARMINGTON",4315,"CT4315-00_01",NA,"Initial Site Number=PR9 or alias of =//site comments:access to station by walking on trail on west bank.  Collect 200 meters downstream of road crossing",1999-03-02 00:00:00,"Unknown",2010-03-12 00:00:00,"BeaucheneM",1988
14393,"Pequabuck River","downstream 200 meters Route 6","River/Stream",41.7046,-72.8504,24000,"Interpolation-Map","NAD83","CT","FARMINGTON",4315,"CT4315-00_01",NA,"Initial Site Number=PR9 or alias of =//site comments:access to station by walking on trail on west bank.  Collect 200 meters downstream of road crossing",1999-03-02 00:00:00,"Unknown",2010-03-12 00:00:00,"BeaucheneM",1991
14393,"Pequabuck River","downstream 200 meters Route 6","River/Stream",41.7046,-72.8504,24000,"Interpolation-Map","NAD83","CT","FARMINGTON",4315,"CT4315-00_01",NA,"Initial Site Number=PR9 or alias of =//site comments:access to station by walking on trail on west bank.  Collect 200 meters downstream of road crossing",1999-03-02 00:00:00,"Unknown",2010-03-12 00:00:00,"BeaucheneM",1995
14393,"Pequabuck River","downstream 200 meters Route 6","River/Stream",41.7046,-72.8504,24000,"Interpolation-Map","NAD83","CT","FARMINGTON",4315,"CT4315-00_01",NA,"Initial Site Number=PR9 or alias of =//site comments:access to station by walking on trail on west bank.  Collect 200 meters downstream of road crossing",1999-03-02 00:00:00,"Unknown",2010-03-12 00:00:00,"BeaucheneM",1990
14394,"Pequonnock River","adjacent Unity Park","River/Stream",41.2343,-73.1838,24000,"Interpolation-Map","NAD83","CT","TRUMBULL",7105,"CT7105-00_02","102002069","Initial Site Number=182 or alias of =12240//site comments:Station is at west end of park",1999-03-02 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",2016
14394,"Pequonnock River","adjacent Unity Park","River/Stream",41.2343,-73.1838,24000,"Interpolation-Map","NAD83","CT","TRUMBULL",7105,"CT7105-00_02","102002069","Initial Site Number=182 or alias of =12240//site comments:Station is at west end of park",1999-03-02 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",1997
