staSeq,locationName,locationType,ylat,xlong,munName,subBasin,adbSegID,type,rationale
19838,Hop Brook Trib,River/Stream,41.74183,-72.50152,MANCHESTER,4504,4504-04-1-L1,Trail Cam,Headwater Monitoring
14163,Copps Brook  tributary to,River/Stream,41.3615,-71.9369,STONINGTON,2102,CT2102-00-trib_01,Trail Cam,IWQR Flow Impaired Monitoring
15757,Patagansett River,River/Stream,41.335,-72.2069,EAST LYME,2205,CT2205-00_01,Trail Cam,IWQR Flow Impaired Monitoring
15854,Muddy River,River/Stream,41.4151,-72.8012,WALLINGFORD,5208,CT5208-00_02a,Trail Cam,IWQR Flow Impaired Monitoring
16285,Beaver Brook,River/Stream,41.3617,-73.064,SEYMOUR,6900,CT6900-40_02,Trail Cam,IWQR Flow Impaired Monitoring
19012,Stiles Brook,River/Stream,41.508456,-73.210897,SOUTHBURY,6800,CT6800-03_01,Trail Cam,IWQR Flow Impaired Monitoring
20623,Misery Brook,River/Stream,41.582016,-72.860881,SOUTHINGTON,5203,NULL,Trail Cam,IWQR Flow Impaired Monitoring
14164,Copps Brook,River/Stream,41.3571,-71.9363,STONINGTON,2102,CT2102-00_01,Trail Cam,Pre Streamflow Release Monitoring
16057,Roaring Brook,River/Stream,41.9632,-72.2474,STAFFORD,3104,CT3104-00_01,Trail Cam,Pre Streamflow Release Monitoring
16276,Latimer Brook,River/Stream,41.4375,-72.2253,MONTVILLE,2202,CT2202-00_02,Trail Cam,Pre Streamflow Release Monitoring
16278,Roaring Brook,River/Stream,41.9848,-72.2298,STAFFORD,3104,CT3104-00_02,Trail Cam,Pre Streamflow Release Monitoring
16606,Deep River,River/Stream,41.5575,-72.2417,LEBANON,3904,Needs,Trail Cam,Pre Streamflow Release Monitoring
17010,Roaring Brook,River/Stream,42,-72.2108,UNION,3104,Needs,Trail Cam,Pre Streamflow Release Monitoring
19468,Latimer Brook,River/Stream,41.445112,-72.221932,MONTVILLE,2202,NULL,Trail Cam,Pre Streamflow Release Monitoring
19704,Bogue Brook,River/Stream,41.436729,-72.21247,MONTVILLE,2202,2202,Trail Cam,Pre Streamflow Release Monitoring
14289,Menunketesuck River,River/Stream,41.3296,-72.5242,CLINTON,5103,CT5103-00_02,Trail Cam,Streamflow Release Monitoring
15240,Hubbard Brook,River/Stream,42.0356,-72.9384,HARTLAND,4307,CT4307-00_01,Trail Cam,Trend Monitoring Network
15499,West Branch Salmon Brook,River/Stream,41.94096,-72.834302,GRANBY,4319,CT4319-00_01b,Trail Cam,Trend Monitoring Network
15796,Pendleton Hill Brook,River/Stream,41.4748,-71.8342,NORTH STONINGTON,1001,CT1001-02_01,Trail Cam,Trend Monitoring Network
15801,Mount Hope River,River/Stream,41.8436,-72.1694,ASHFORD,3206,CT3206-00_02,Trail Cam,Trend Monitoring Network
16139,Brown Brook,River/Stream,41.9267,-73.2799,CANAAN,6201,CT6201-00_01,Trail Cam,Trend Monitoring Network
18720,East Branch Eightmile River,River/Stream,41.427636,-72.333812,LYME,4802,CT4802-00_01,Trail Cam,Trend Monitoring Network
19657,Bunnell Brook,River/Stream,41.786255,-72.964622,BURLINGTON,4311,CT4311-00_01,Trail Cam,Trend Monitoring Network
20153,Bunnell Brook,River/Stream,41.783449,-72.962892,BURLINGTON,4311,NULL,Trail Cam,Trend Monitoring Network
